                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.321,                 6.4478,                 1.7487,                      0,                      0,                      0,                      0,                 1.9372,                 6.3759,                 1.4984,             9.1467e-06,             9.1467e-06,             9.1467e-06
